LDR1,LDR2,Voltage,Temp,Humid,timestamp
946.0,947.0,4.22,24.5,44.0,2025-04-29 15:49:04
946.0,947.0,4.15,24.5,44.0,2025-04-29 15:49:05
947.0,948.0,4.22,24.3,44.0,2025-04-29 15:49:06
946.0,947.0,4.32,24.3,44.0,2025-04-29 15:49:08
946.0,948.0,4.38,24.3,44.0,2025-04-29 15:49:09
946.0,948.0,4.43,24.3,44.0,2025-04-29 15:49:10
946.0,947.0,4.38,24.3,44.0,2025-04-29 15:49:11
946.0,947.0,4.37,24.3,44.0,2025-04-29 15:49:12
946.0,948.0,4.5,24.3,44.0,2025-04-29 15:49:13
946.0,947.0,4.39,24.3,44.0,2025-04-29 15:49:14
946.0,948.0,4.42,24.9,44.0,2025-04-29 15:49:15
946.0,947.0,4.5,24.9,44.0,2025-04-29 15:49:16
946.0,948.0,4.47,24.5,44.0,2025-04-29 15:49:18
946.0,948.0,4.42,24.5,44.0,2025-04-29 15:49:19
946.0,948.0,4.45,24.9,44.0,2025-04-29 15:49:20
946.0,948.0,4.39,24.9,44.0,2025-04-29 15:49:21
945.0,947.0,4.42,24.1,44.0,2025-04-29 15:49:22
946.0,948.0,4.43,24.1,44.0,2025-04-29 15:49:23
945.0,947.0,4.37,24.5,44.0,2025-04-29 15:49:24
945.0,948.0,4.36,24.5,44.0,2025-04-29 15:49:26
946.0,947.0,4.4,24.9,44.0,2025-04-29 15:49:27
946.0,947.0,4.32,24.9,44.0,2025-04-29 15:49:28
945.0,947.0,4.04,24.1,44.0,2025-04-29 15:49:29
946.0,947.0,4.33,24.1,44.0,2025-04-29 15:49:30
945.0,947.0,4.39,24.8,44.0,2025-04-29 15:49:31
945.0,947.0,4.6,24.8,44.0,2025-04-29 15:49:32
946.0,948.0,4.59,24.6,44.0,2025-04-29 15:49:33
945.0,947.0,4.29,24.6,44.0,2025-04-29 15:49:34
946.0,947.0,4.35,24.2,44.0,2025-04-29 15:49:35
945.0,947.0,4.54,24.2,44.0,2025-04-29 15:49:36
946.0,947.0,4.58,24.8,44.0,2025-04-29 15:49:38
946.0,947.0,4.48,24.8,44.0,2025-04-29 15:49:39
946.0,947.0,4.33,24.5,44.0,2025-04-29 15:49:40
945.0,948.0,4.58,24.5,44.0,2025-04-29 15:49:41
945.0,947.0,4.42,24.5,44.0,2025-04-29 15:49:42
946.0,948.0,4.47,24.5,44.0,2025-04-29 15:49:43
946.0,948.0,4.36,24.4,44.0,2025-04-29 15:49:44
945.0,947.0,4.39,24.4,44.0,2025-04-29 15:49:45
946.0,947.0,4.38,24.2,44.0,2025-04-29 15:49:46
946.0,948.0,4.6,24.2,44.0,2025-04-29 15:49:47
946.0,947.0,4.58,24.8,44.0,2025-04-29 15:49:49
946.0,947.0,4.71,24.8,44.0,2025-04-29 15:49:50
946.0,948.0,4.21,24.4,44.0,2025-04-29 15:49:51
947.0,948.0,4.42,24.4,44.0,2025-04-29 15:49:52
946.0,947.0,4.34,24.8,44.0,2025-04-29 15:49:53
946.0,948.0,4.64,24.8,44.0,2025-04-29 15:49:54
946.0,947.0,4.31,24.4,44.0,2025-04-29 15:49:55
946.0,947.0,4.32,24.4,44.0,2025-04-29 15:49:56
946.0,948.0,4.49,24.7,44.0,2025-04-29 15:49:57
946.0,948.0,4.42,24.7,44.0,2025-04-29 15:49:59
945.0,947.0,4.24,24.4,44.0,2025-04-29 15:50:00
946.0,947.0,4.38,24.4,44.0,2025-04-29 15:50:01
945.0,948.0,4.41,24.1,44.0,2025-04-29 15:50:02
946.0,948.0,4.42,24.1,44.0,2025-04-29 15:50:03
946.0,947.0,4.38,24.4,45.0,2025-04-29 15:50:04
946.0,948.0,4.33,24.4,45.0,2025-04-29 15:50:05
945.0,948.0,4.06,24.0,45.0,2025-04-29 15:50:06
945.0,947.0,4.65,24.0,45.0,2025-04-29 15:50:07
946.0,947.0,4.63,24.6,45.0,2025-04-29 15:50:08
945.0,948.0,4.57,24.6,45.0,2025-04-29 15:50:09
946.0,947.0,4.45,24.0,44.0,2025-04-29 15:50:11
946.0,948.0,4.43,24.0,44.0,2025-04-29 15:50:12
946.0,947.0,4.45,24.4,45.0,2025-04-29 15:50:13
946.0,947.0,4.45,24.4,45.0,2025-04-29 15:50:14
947.0,948.0,4.4,24.6,45.0,2025-04-29 15:50:15
946.0,947.0,4.4,24.6,45.0,2025-04-29 15:50:16
946.0,948.0,4.58,24.5,44.0,2025-04-29 15:50:17
946.0,948.0,3.97,24.5,44.0,2025-04-29 15:50:18
941.0,946.0,4.27,24.9,44.0,2025-04-29 15:50:19
944.0,947.0,4.66,24.9,44.0,2025-04-29 15:50:20
946.0,947.0,4.44,24.8,44.0,2025-04-29 15:50:22
946.0,947.0,4.43,24.8,44.0,2025-04-29 15:50:23
884.0,912.0,4.3,24.0,45.0,2025-04-29 15:50:24
871.0,837.0,4.71,24.0,45.0,2025-04-29 15:50:25
946.0,938.0,4.31,24.8,45.0,2025-04-29 15:50:26
946.0,938.0,4.25,24.8,45.0,2025-04-29 15:50:27
947.0,938.0,4.32,24.8,45.0,2025-04-29 15:50:28
947.0,939.0,3.96,25.5,44.0,2025-04-29 16:27:51
947.0,940.0,3.11,25.8,44.0,2025-04-29 16:27:52
946.0,940.0,2.4,25.8,44.0,2025-04-29 16:27:53
947.0,940.0,3.37,25.5,44.0,2025-04-29 16:27:54
948.0,941.0,3.19,25.5,44.0,2025-04-29 16:27:55
947.0,940.0,1.73,25.2,44.0,2025-04-29 16:27:56
947.0,940.0,3.11,25.2,44.0,2025-04-29 16:27:57
948.0,940.0,3.73,25.3,44.0,2025-04-29 16:27:59
947.0,939.0,4.77,25.3,44.0,2025-04-29 16:28:00
947.0,940.0,5.0,25.2,44.0,2025-04-29 16:28:01
948.0,940.0,4.76,25.2,44.0,2025-04-29 16:28:02
948.0,940.0,4.72,25.1,44.0,2025-04-29 16:28:03
947.0,940.0,4.69,25.1,44.0,2025-04-29 16:28:04
947.0,940.0,4.57,25.8,44.0,2025-04-29 16:28:05
947.0,940.0,4.62,25.8,44.0,2025-04-29 16:28:06
947.0,940.0,4.59,25.7,44.0,2025-04-29 16:28:07
947.0,940.0,4.57,25.7,44.0,2025-04-29 16:28:08
947.0,940.0,4.55,25.9,44.0,2025-04-29 16:28:09
947.0,940.0,4.52,25.9,44.0,2025-04-29 16:28:10
948.0,941.0,4.56,25.3,44.0,2025-04-29 16:28:11
947.0,940.0,4.74,25.3,44.0,2025-04-29 16:28:12
947.0,940.0,4.54,25.1,44.0,2025-04-29 16:28:13
947.0,940.0,4.55,25.1,44.0,2025-04-29 16:28:14
947.0,940.0,3.97,25.9,44.0,2025-04-29 16:28:15
947.0,940.0,4.38,25.9,44.0,2025-04-29 16:28:16
947.0,940.0,4.49,25.2,44.0,2025-04-29 16:28:17
947.0,940.0,4.21,25.2,44.0,2025-04-29 16:28:18
947.0,940.0,4.38,25.3,44.0,2025-04-29 16:28:19
947.0,939.0,4.63,25.3,44.0,2025-04-29 16:28:20
947.0,940.0,4.18,25.1,44.0,2025-04-29 16:28:21
947.0,940.0,4.14,25.1,44.0,2025-04-29 16:28:23
947.0,940.0,4.13,25.9,44.0,2025-04-29 16:28:24
947.0,940.0,4.16,25.9,44.0,2025-04-29 16:28:25
947.0,940.0,4.24,25.5,44.0,2025-04-29 16:28:26
947.0,940.0,4.36,25.5,44.0,2025-04-29 16:28:27
947.0,940.0,4.4,25.5,44.0,2025-04-29 16:28:28
947.0,940.0,4.48,25.5,44.0,2025-04-29 16:28:29
947.0,940.0,4.42,25.3,44.0,2025-04-29 16:28:30
947.0,940.0,4.36,25.3,44.0,2025-04-29 16:28:31
947.0,940.0,4.41,25.9,44.0,2025-04-29 16:28:32
947.0,940.0,4.35,25.9,44.0,2025-04-29 16:28:33
947.0,940.0,4.35,25.1,44.0,2025-04-29 16:28:34
947.0,939.0,4.83,25.1,44.0,2025-04-29 16:28:35
947.0,940.0,2.68,25.3,44.0,2025-04-29 16:28:36
947.0,940.0,3.86,25.3,44.0,2025-04-29 16:28:37
947.0,940.0,3.67,25.6,44.0,2025-04-29 16:28:38
948.0,939.0,4.06,25.6,44.0,2025-04-29 16:28:39
947.0,940.0,4.6,25.8,44.0,2025-04-29 16:28:40
947.0,939.0,4.71,25.8,44.0,2025-04-29 16:28:41
947.0,940.0,3.47,25.3,44.0,2025-04-29 16:28:43
947.0,939.0,3.89,25.3,44.0,2025-04-29 16:28:44
947.0,940.0,3.72,25.5,44.0,2025-04-29 16:28:45
947.0,940.0,3.96,25.5,44.0,2025-04-29 16:28:46
947.0,940.0,3.76,25.0,44.0,2025-04-29 16:28:47
947.0,940.0,4.02,25.0,44.0,2025-04-29 16:28:48
947.0,940.0,4.14,25.6,44.0,2025-04-29 16:28:49
947.0,940.0,4.22,25.6,44.0,2025-04-29 16:28:50
947.0,940.0,4.19,25.7,44.0,2025-04-29 16:28:51
947.0,940.0,4.45,25.7,44.0,2025-04-29 16:28:52
947.0,940.0,4.41,25.8,44.0,2025-04-29 16:28:53
947.0,940.0,4.63,25.8,44.0,2025-04-29 16:28:54
947.0,939.0,4.35,25.9,44.0,2025-04-29 16:28:56
947.0,939.0,4.18,25.9,44.0,2025-04-29 16:28:57
947.0,940.0,4.24,25.7,44.0,2025-04-29 16:28:58
947.0,940.0,4.36,25.7,44.0,2025-04-29 16:28:59
947.0,940.0,4.43,25.6,44.0,2025-04-29 16:29:00
947.0,940.0,3.91,25.6,44.0,2025-04-29 16:29:01
947.0,940.0,4.38,25.9,44.0,2025-04-29 16:29:02
947.0,940.0,4.55,25.9,44.0,2025-04-29 16:29:03
947.0,940.0,4.36,25.2,44.0,2025-04-29 16:29:04
947.0,940.0,4.31,25.2,44.0,2025-04-29 16:29:05
947.0,940.0,4.45,25.8,44.0,2025-04-29 16:29:06
947.0,940.0,4.41,25.8,44.0,2025-04-29 16:29:07
948.0,940.0,4.22,25.9,44.0,2025-04-29 16:29:09
947.0,940.0,4.19,25.9,44.0,2025-04-29 16:29:10
948.0,940.0,4.25,25.3,44.0,2025-04-29 16:29:11
947.0,940.0,4.34,25.3,44.0,2025-04-29 16:29:12
948.0,941.0,4.34,25.7,44.0,2025-04-29 16:29:13
947.0,940.0,4.4,25.7,44.0,2025-04-29 16:29:14
947.0,940.0,4.38,25.2,44.0,2025-04-29 16:29:15
948.0,940.0,4.37,25.2,44.0,2025-04-29 16:29:16
947.0,940.0,4.45,25.4,44.0,2025-04-29 16:29:17
947.0,940.0,4.36,25.4,44.0,2025-04-29 16:29:18
947.0,940.0,4.42,25.7,44.0,2025-04-29 16:29:19
947.0,939.0,4.55,25.7,44.0,2025-04-29 16:29:20
947.0,939.0,4.7,25.9,44.0,2025-04-29 16:29:22
947.0,939.0,4.14,25.9,44.0,2025-04-29 16:29:23
947.0,940.0,4.32,25.2,44.0,2025-04-29 16:29:24
947.0,939.0,4.42,25.2,44.0,2025-04-29 16:29:25
947.0,940.0,4.4,25.9,44.0,2025-04-29 16:29:26
947.0,940.0,4.36,25.9,44.0,2025-04-29 16:29:27
947.0,940.0,4.36,25.9,44.0,2025-04-29 16:29:28
947.0,940.0,4.34,25.9,44.0,2025-04-29 16:29:29
947.0,940.0,4.42,25.2,44.0,2025-04-29 16:29:30
947.0,940.0,4.34,25.2,44.0,2025-04-29 16:29:31
947.0,940.0,4.41,25.2,44.0,2025-04-29 16:29:32
947.0,940.0,4.41,25.2,44.0,2025-04-29 16:29:34
947.0,940.0,4.45,25.3,44.0,2025-04-29 16:29:35
947.0,940.0,4.36,25.3,44.0,2025-04-29 16:29:36
947.0,940.0,4.35,25.7,44.0,2025-04-29 16:29:37
947.0,940.0,4.45,25.7,44.0,2025-04-29 16:29:38
947.0,940.0,4.45,25.7,44.0,2025-04-29 16:29:39
947.0,940.0,4.46,25.7,44.0,2025-04-29 16:29:40
946.0,939.0,4.72,25.7,44.0,2025-04-29 16:29:41
947.0,940.0,3.06,25.7,44.0,2025-04-29 16:29:42
947.0,940.0,3.69,25.7,44.0,2025-04-29 16:29:43
947.0,940.0,3.97,25.7,44.0,2025-04-29 16:29:44
947.0,940.0,4.18,25.7,44.0,2025-04-29 16:29:46
947.0,940.0,3.94,25.7,44.0,2025-04-29 16:29:47
947.0,940.0,4.21,25.1,44.0,2025-04-29 16:29:48
947.0,940.0,4.25,25.1,44.0,2025-04-29 16:29:49
947.0,940.0,4.42,25.2,44.0,2025-04-29 16:29:50
947.0,940.0,3.9,25.2,44.0,2025-04-29 16:29:51
947.0,940.0,4.0,25.6,45.0,2025-04-29 16:29:52
947.0,940.0,4.1,25.6,45.0,2025-04-29 16:29:53
947.0,940.0,4.46,25.9,44.0,2025-04-29 16:29:54
947.0,940.0,4.04,25.9,44.0,2025-04-29 16:29:55
947.0,940.0,4.54,25.0,44.0,2025-04-29 16:29:56
947.0,940.0,4.63,25.0,44.0,2025-04-29 16:29:57
947.0,940.0,4.48,25.9,44.0,2025-04-29 16:29:59
947.0,940.0,4.2,25.9,44.0,2025-04-29 16:30:00
947.0,940.0,4.6,25.1,44.0,2025-04-29 16:30:01
947.0,939.0,4.46,25.1,44.0,2025-04-29 16:30:02
947.0,939.0,4.01,25.4,44.0,2025-04-29 16:30:03
946.0,939.0,3.88,25.4,44.0,2025-04-29 16:30:04
947.0,939.0,4.06,25.8,44.0,2025-04-29 16:30:05
946.0,939.0,4.32,25.8,44.0,2025-04-29 16:30:06
946.0,939.0,4.4,25.6,45.0,2025-04-29 16:30:07
947.0,939.0,3.95,25.6,45.0,2025-04-29 16:30:08
947.0,940.0,3.97,25.9,44.0,2025-04-29 16:30:09
947.0,940.0,4.19,25.9,44.0,2025-04-29 16:30:10
947.0,940.0,4.2,25.5,44.0,2025-04-29 16:30:12
947.0,940.0,4.22,25.5,44.0,2025-04-29 16:30:13
947.0,940.0,4.14,25.7,45.0,2025-04-29 16:30:14
947.0,940.0,3.85,25.7,45.0,2025-04-29 16:30:15
947.0,940.0,4.31,25.1,44.0,2025-04-29 16:30:16
947.0,940.0,4.53,25.1,44.0,2025-04-29 16:30:17
947.0,940.0,4.47,25.3,44.0,2025-04-29 16:30:18
947.0,940.0,4.26,25.3,44.0,2025-04-29 16:30:19
948.0,940.0,4.18,25.0,44.0,2025-04-29 16:30:20
947.0,940.0,4.59,25.0,44.0,2025-04-29 16:30:21
947.0,940.0,4.54,25.8,44.0,2025-04-29 16:30:22
947.0,940.0,4.53,25.8,44.0,2025-04-29 16:30:24
948.0,940.0,4.42,25.8,44.0,2025-04-29 16:30:25
948.0,940.0,4.33,25.8,44.0,2025-04-29 16:30:26
947.0,940.0,4.7,25.9,44.0,2025-04-29 16:30:27
947.0,939.0,4.49,25.9,44.0,2025-04-29 16:30:28
947.0,940.0,1.95,25.2,44.0,2025-04-29 16:30:29
947.0,942.0,2.84,25.2,44.0,2025-04-29 16:30:30
947.0,940.0,2.49,25.9,45.0,2025-04-29 16:30:31
945.0,940.0,2.94,25.9,45.0,2025-04-29 16:30:32
947.0,940.0,3.27,25.4,44.0,2025-04-29 16:30:33
947.0,940.0,3.71,25.4,44.0,2025-04-29 16:30:34
947.0,940.0,4.14,25.9,45.0,2025-04-29 16:30:36
947.0,940.0,4.03,25.9,45.0,2025-04-29 16:30:37
947.0,939.0,4.58,25.8,44.0,2025-04-29 16:30:38
947.0,940.0,3.26,25.8,44.0,2025-04-29 16:30:39
947.0,940.0,3.93,25.6,45.0,2025-04-29 16:30:40
947.0,939.0,4.66,25.6,45.0,2025-04-29 16:30:41
947.0,939.0,2.78,25.9,44.0,2025-04-29 16:30:42
947.0,940.0,3.24,25.9,44.0,2025-04-29 16:30:43
947.0,940.0,3.63,25.1,44.0,2025-04-29 16:30:44
947.0,940.0,3.98,25.1,44.0,2025-04-29 16:30:45
947.0,939.0,2.44,25.4,44.0,2025-04-29 16:30:46
947.0,940.0,2.89,25.4,44.0,2025-04-29 16:30:47
947.0,940.0,3.82,25.8,44.0,2025-04-29 16:30:49
947.0,940.0,3.94,25.8,44.0,2025-04-29 16:30:50
947.0,940.0,3.61,25.7,44.0,2025-04-29 16:30:51
947.0,940.0,4.09,25.7,44.0,2025-04-29 16:30:52
947.0,940.0,3.04,25.0,44.0,2025-04-29 16:30:53
947.0,940.0,2.53,25.0,44.0,2025-04-29 16:30:54
947.0,940.0,2.56,25.4,44.0,2025-04-29 16:30:55
947.0,940.0,1.56,25.4,44.0,2025-04-29 16:30:56
947.0,940.0,1.69,25.6,44.0,2025-04-29 16:30:57
947.0,940.0,1.84,25.6,44.0,2025-04-29 16:30:58
947.0,940.0,2.03,25.5,44.0,2025-04-29 16:30:59
947.0,940.0,3.32,25.5,44.0,2025-04-29 16:31:00
947.0,940.0,4.17,25.5,44.0,2025-04-29 16:31:02
947.0,940.0,4.81,25.5,44.0,2025-04-29 16:31:03
947.0,940.0,3.81,25.0,44.0,2025-04-29 16:31:04
947.0,940.0,3.8,25.0,44.0,2025-04-29 16:31:05
948.0,940.0,4.3,25.2,44.0,2025-04-29 16:31:06
947.0,940.0,4.65,25.2,44.0,2025-04-29 16:31:07
948.0,940.0,3.18,25.2,44.0,2025-04-29 16:31:08
945.0,938.0,4.5,25.2,44.0,2025-04-29 16:31:09
946.0,939.0,4.17,25.2,44.0,2025-04-29 16:31:10
948.0,941.0,3.66,25.2,44.0,2025-04-29 16:31:11
948.0,940.0,3.93,25.6,44.0,2025-04-29 16:31:12
948.0,940.0,4.27,25.6,44.0,2025-04-29 16:31:14
948.0,941.0,4.32,25.2,44.0,2025-04-29 16:31:15
948.0,941.0,4.35,25.2,44.0,2025-04-29 16:31:16
948.0,941.0,4.77,25.5,45.0,2025-04-29 16:31:17
948.0,940.0,4.1,25.5,45.0,2025-04-29 16:31:18
948.0,940.0,3.67,25.3,45.0,2025-04-29 16:31:19
948.0,940.0,3.8,25.3,45.0,2025-04-29 16:31:20
948.0,941.0,3.98,25.4,45.0,2025-04-29 16:31:21
948.0,941.0,3.97,25.4,45.0,2025-04-29 16:31:22
948.0,941.0,4.71,25.6,45.0,2025-04-29 16:31:23
948.0,940.0,4.82,25.6,45.0,2025-04-29 16:31:24
948.0,940.0,4.65,25.1,45.0,2025-04-29 16:31:26
948.0,940.0,4.69,25.1,45.0,2025-04-29 16:31:27
947.0,940.0,3.69,25.2,45.0,2025-04-29 16:31:28
947.0,940.0,3.98,25.2,45.0,2025-04-29 16:31:29
947.0,940.0,4.08,25.6,45.0,2025-04-29 16:31:30
947.0,940.0,4.7,25.6,45.0,2025-04-29 16:31:31
947.0,940.0,4.76,25.8,45.0,2025-04-29 16:31:32
948.0,940.0,4.38,25.8,45.0,2025-04-29 16:31:33
948.0,939.0,4.37,25.2,45.0,2025-04-29 16:31:34
948.0,940.0,4.29,25.2,45.0,2025-04-29 16:31:35
948.0,940.0,4.48,25.7,45.0,2025-04-29 16:31:36
948.0,940.0,3.89,25.7,45.0,2025-04-29 16:31:37
948.0,940.0,4.26,25.5,45.0,2025-04-29 16:31:39
948.0,940.0,3.8,25.5,45.0,2025-04-29 16:31:40
948.0,940.0,4.31,25.8,45.0,2025-04-29 16:31:41
948.0,940.0,4.66,25.8,45.0,2025-04-29 16:31:42
947.0,940.0,4.35,25.8,45.0,2025-04-29 16:31:43
948.0,940.0,4.31,25.8,45.0,2025-04-29 16:31:44
948.0,940.0,4.4,25.9,45.0,2025-04-29 16:31:45
948.0,940.0,4.32,25.9,45.0,2025-04-29 16:31:46
948.0,940.0,4.44,25.0,45.0,2025-04-29 16:31:47
948.0,941.0,4.49,25.0,45.0,2025-04-29 16:31:48
948.0,940.0,4.6,25.0,45.0,2025-04-29 16:31:49
947.0,940.0,4.56,25.0,45.0,2025-04-29 16:31:50
947.0,940.0,4.49,25.4,45.0,2025-04-29 16:31:52
947.0,940.0,4.49,25.4,45.0,2025-04-29 16:31:53
948.0,940.0,4.2,25.2,45.0,2025-04-29 16:31:54
948.0,941.0,3.23,25.2,45.0,2025-04-29 16:31:55
948.0,941.0,4.2,25.2,45.0,2025-04-29 16:31:56
948.0,941.0,4.78,25.2,45.0,2025-04-29 16:31:57
948.0,940.0,4.48,25.7,45.0,2025-04-29 16:31:58
948.0,940.0,4.61,25.7,45.0,2025-04-29 16:31:59
948.0,940.0,4.69,25.2,45.0,2025-04-29 16:32:00
947.0,940.0,4.64,25.2,45.0,2025-04-29 16:32:01
947.0,939.0,4.75,25.7,45.0,2025-04-29 16:32:02
947.0,939.0,4.57,25.7,45.0,2025-04-29 16:32:04
947.0,939.0,4.42,25.8,45.0,2025-04-29 16:32:05
948.0,940.0,4.18,25.8,45.0,2025-04-29 16:32:06
948.0,941.0,3.11,25.3,45.0,2025-04-29 16:32:07
948.0,940.0,3.89,25.3,45.0,2025-04-29 16:32:08
947.0,940.0,3.42,25.3,45.0,2025-04-29 16:32:09
947.0,940.0,4.0,25.3,45.0,2025-04-29 16:32:10
947.0,940.0,2.2,25.2,45.0,2025-04-29 16:32:11
947.0,940.0,3.24,25.2,45.0,2025-04-29 16:32:12
947.0,940.0,4.57,25.7,45.0,2025-04-29 16:32:13
947.0,940.0,4.31,25.7,45.0,2025-04-29 16:32:14
947.0,940.0,4.39,25.3,45.0,2025-04-29 16:32:16
947.0,939.0,3.7,25.3,45.0,2025-04-29 16:32:17
947.0,940.0,1.85,25.6,45.0,2025-04-29 16:32:18
948.0,939.0,4.69,25.6,45.0,2025-04-29 16:32:19
947.0,940.0,2.31,25.2,45.0,2025-04-29 16:32:20
947.0,940.0,4.22,25.2,45.0,2025-04-29 16:32:21
948.0,940.0,4.38,25.1,45.0,2025-04-29 16:32:22
948.0,941.0,4.36,25.1,45.0,2025-04-29 16:32:23
948.0,941.0,4.22,25.2,45.0,2025-04-29 16:32:24
948.0,940.0,4.36,25.2,45.0,2025-04-29 16:32:25
948.0,941.0,4.38,25.3,45.0,2025-04-29 16:32:26
948.0,940.0,4.28,25.3,45.0,2025-04-29 16:32:27
947.0,940.0,4.23,25.4,45.0,2025-04-29 16:32:29
948.0,940.0,4.34,25.4,45.0,2025-04-29 16:32:30
948.0,940.0,4.36,25.2,45.0,2025-04-29 16:32:31
948.0,940.0,4.39,25.2,45.0,2025-04-29 16:32:32
948.0,941.0,4.42,25.3,45.0,2025-04-29 16:32:33
948.0,941.0,4.54,25.3,45.0,2025-04-29 16:32:34
948.0,940.0,4.21,25.8,45.0,2025-04-29 16:32:35
948.0,940.0,3.85,25.8,45.0,2025-04-29 16:32:36
947.0,939.0,4.89,25.3,45.0,2025-04-29 16:32:37
947.0,939.0,4.28,25.3,45.0,2025-04-29 16:32:38
948.0,940.0,3.64,25.4,45.0,2025-04-29 16:32:39
948.0,940.0,3.81,25.4,45.0,2025-04-29 16:32:40
948.0,940.0,4.04,25.3,45.0,2025-04-29 16:32:42
948.0,941.0,4.27,25.3,45.0,2025-04-29 16:32:43
948.0,940.0,4.26,25.5,45.0,2025-04-29 16:32:44
948.0,940.0,4.41,25.5,45.0,2025-04-29 16:32:45
948.0,940.0,4.31,25.8,45.0,2025-04-29 16:32:46
948.0,941.0,3.43,25.8,45.0,2025-04-29 16:32:47
948.0,941.0,3.45,25.1,45.0,2025-04-29 16:32:48
948.0,941.0,4.17,25.1,45.0,2025-04-29 16:32:49
948.0,941.0,4.54,25.7,45.0,2025-04-29 16:32:50
948.0,941.0,4.28,25.7,45.0,2025-04-29 16:32:51
948.0,941.0,4.23,25.4,45.0,2025-04-29 16:32:52
948.0,941.0,4.83,25.4,45.0,2025-04-29 16:32:54
948.0,941.0,4.24,25.4,45.0,2025-04-29 16:32:55
948.0,941.0,4.06,25.4,45.0,2025-04-29 16:32:56
948.0,941.0,4.03,25.5,45.0,2025-04-29 16:32:57
948.0,940.0,4.19,25.5,45.0,2025-04-29 16:32:58
948.0,940.0,4.45,25.7,45.0,2025-04-29 16:32:59
948.0,941.0,4.64,25.7,45.0,2025-04-29 16:33:00
948.0,941.0,4.6,25.2,45.0,2025-04-29 16:33:01
948.0,941.0,4.54,25.2,45.0,2025-04-29 16:33:02
948.0,941.0,4.42,25.6,45.0,2025-04-29 16:33:03
948.0,941.0,4.3,25.6,45.0,2025-04-29 16:33:04
948.0,941.0,4.31,25.9,45.0,2025-04-29 16:33:06
948.0,941.0,4.57,25.9,45.0,2025-04-29 16:33:07
948.0,941.0,4.61,25.1,45.0,2025-04-29 16:33:08
948.0,941.0,4.48,25.1,45.0,2025-04-29 16:33:09
948.0,940.0,4.44,25.0,45.0,2025-04-29 16:33:10
948.0,940.0,4.43,25.0,45.0,2025-04-29 16:33:11
948.0,941.0,4.39,25.4,45.0,2025-04-29 16:33:12
948.0,941.0,4.38,25.4,45.0,2025-04-29 16:33:13
948.0,941.0,4.54,25.5,45.0,2025-04-29 16:33:14
948.0,940.0,4.43,25.5,45.0,2025-04-29 16:33:15
948.0,941.0,3.96,25.8,45.0,2025-04-29 16:33:16
948.0,941.0,4.48,25.8,45.0,2025-04-29 16:33:17
948.0,941.0,4.52,25.8,45.0,2025-04-29 16:33:19
948.0,941.0,4.41,25.8,45.0,2025-04-29 16:33:20
948.0,941.0,4.45,25.0,45.0,2025-04-29 16:33:21
948.0,940.0,4.31,25.0,45.0,2025-04-29 16:33:22
948.0,941.0,3.47,25.0,45.0,2025-04-29 16:33:23
948.0,941.0,3.89,25.0,45.0,2025-04-29 16:33:24
948.0,941.0,3.61,25.9,45.0,2025-04-29 16:33:25
948.0,941.0,4.17,25.9,45.0,2025-04-29 16:33:26
948.0,941.0,4.04,25.9,45.0,2025-04-29 16:33:27
948.0,941.0,4.12,25.9,45.0,2025-04-29 16:33:28
948.0,941.0,4.2,25.5,45.0,2025-04-29 16:33:29
948.0,941.0,4.19,25.5,45.0,2025-04-29 16:33:30
948.0,941.0,4.24,25.0,45.0,2025-04-29 16:33:32
948.0,940.0,4.3,25.0,45.0,2025-04-29 16:33:33
948.0,941.0,4.41,25.0,45.0,2025-04-29 16:33:34
948.0,941.0,4.7,25.0,45.0,2025-04-29 16:33:35
948.0,941.0,4.39,25.0,45.0,2025-04-29 16:33:36
948.0,941.0,4.41,25.0,45.0,2025-04-29 16:33:37
948.0,941.0,4.12,25.0,45.0,2025-04-29 16:33:38
948.0,940.0,4.29,25.0,45.0,2025-04-29 16:33:39
948.0,940.0,4.3,25.9,45.0,2025-04-29 16:33:40
948.0,940.0,4.46,25.9,45.0,2025-04-29 16:33:41
948.0,940.0,4.4,25.0,45.0,2025-04-29 16:33:42
948.0,941.0,4.24,25.0,45.0,2025-04-29 16:33:44
948.0,941.0,4.34,25.0,45.0,2025-04-29 16:33:45
948.0,941.0,4.22,25.0,45.0,2025-04-29 16:33:46
948.0,941.0,4.28,25.9,45.0,2025-04-29 16:33:47
948.0,940.0,4.52,25.9,45.0,2025-04-29 16:33:48
948.0,940.0,4.33,25.0,45.0,2025-04-29 16:33:49
948.0,940.0,4.05,25.0,45.0,2025-04-29 16:33:50
948.0,940.0,3.84,25.9,45.0,2025-04-29 16:33:51
948.0,940.0,4.12,25.9,45.0,2025-04-29 16:33:52
949.0,941.0,4.2,25.9,45.0,2025-04-29 16:33:53
948.0,941.0,4.28,25.9,45.0,2025-04-29 16:33:54
948.0,941.0,4.26,25.6,45.0,2025-04-29 16:33:56
948.0,941.0,4.36,25.6,45.0,2025-04-29 16:33:57
948.0,940.0,4.44,25.2,45.0,2025-04-29 16:33:58
948.0,940.0,4.31,25.2,45.0,2025-04-29 16:33:59
947.0,940.0,4.33,25.2,45.0,2025-04-29 16:34:00
948.0,940.0,4.64,25.2,45.0,2025-04-29 16:34:01
948.0,940.0,4.63,25.9,45.0,2025-04-29 16:34:02
948.0,940.0,4.52,25.9,45.0,2025-04-29 16:34:03
948.0,940.0,4.49,25.0,45.0,2025-04-29 16:34:04
